address,name,size,calls,called_by,decompiled
32b2:5a00,FUN_32b2_5a00,85,1,3,1
32b2:5a55,FUN_32b2_5a55,98,2,3,1
32b2:5ab9,FUN_32b2_5ab9,26,1,1,1
32b2:5de5,FUN_32b2_5de5,86,2,1,1
32b2:5e3b,FUN_32b2_5e3b,45,1,1,1
32b2:5eb4,FUN_32b2_5eb4,321,8,1,1
32b2:5fac,FUN_32b2_5fac,37,1,1,1
32b2:5fce,FUN_32b2_5fce,53,2,1,1
32b2:6003,FUN_32b2_6003,133,2,1,1
32b2:6088,FUN_32b2_6088,22,1,2,1
32b2:609e,FUN_32b2_609e,9,0,2,1
32b2:60a7,FUN_32b2_60a7,16,1,1,1
32b2:60b7,FUN_32b2_60b7,23,1,2,1
32b2:60ce,FUN_32b2_60ce,58,1,1,1
32b2:6108,FUN_32b2_6108,44,0,4,1
32b2:6134,FUN_32b2_6134,118,0,1,1
32b2:61aa,FUN_32b2_61aa,41,0,1,1
32b2:61d3,FUN_32b2_61d3,54,0,1,1
32b2:622f,FUN_32b2_622f,274,4,1,1
32b2:632f,FUN_32b2_632f,178,0,2,1
32b2:6495,FUN_32b2_6495,36,1,2,1
32b2:6ca8,FUN_32b2_6ca8,30,0,2,1
32b2:6cc6,FUN_32b2_6cc6,42,0,75,1
32b2:6d14,FUN_32b2_6d14,44,0,69,1
32b2:6d40,thunk_FUN_32b2_7312,3,0,1,1
32b2:6d94,FUN_32b2_6d94,7,0,10,1
32b2:6d9b,FUN_32b2_6d9b,87,3,40,1
32b2:6e4b,FUN_32b2_6e4b,20,0,41,1
32b2:6e63,FUN_32b2_6e63,4,0,56,1
32b2:6e67,FUN_32b2_6e67,46,1,1,1
32b2:6e99,FUN_32b2_6e99,20,0,23,1
32b2:6ead,FUN_32b2_6ead,4,0,1,1
32b2:6eb1,FUN_32b2_6eb1,45,1,53,1
32b2:6ef9,FUN_32b2_6ef9,35,0,34,1
32b2:6f61,FUN_32b2_6f61,57,2,28,1
32b2:6f9a,FUN_32b2_6f9a,45,0,1,1
32b2:6fc7,FUN_32b2_6fc7,15,0,26,1
32b2:6fd6,FUN_32b2_6fd6,56,0,8,1
32b2:7016,FUN_32b2_7016,7,1,1,1
32b2:701d,FUN_32b2_701d,9,0,31,1
32b2:7035,FUN_32b2_7035,9,0,15,1
32b2:7046,FUN_32b2_7046,7,1,1,1
32b2:704d,FUN_32b2_704d,9,0,43,1
32b2:7065,FUN_32b2_7065,9,0,24,1
32b2:707d,FUN_32b2_707d,9,0,7,1
32b2:7095,FUN_32b2_7095,56,1,26,1
32b2:70dc,FUN_32b2_70dc,9,0,15,1
32b2:70f4,FUN_32b2_70f4,9,0,6,1
32b2:710c,FUN_32b2_710c,9,0,40,1
32b2:7124,FUN_32b2_7124,9,0,12,1
32b2:713c,FUN_32b2_713c,9,0,5,1
32b2:7154,FUN_32b2_7154,31,1,20,1
32b2:7173,FUN_32b2_7173,5,0,26,1
32b2:7178,FUN_32b2_7178,5,0,11,1
32b2:717d,FUN_32b2_717d,5,0,16,1
32b2:7182,FUN_32b2_7182,5,0,10,1
32b2:7187,FUN_32b2_7187,5,0,6,1
32b2:718c,FUN_32b2_718c,5,0,38,1
32b2:7191,FUN_32b2_7191,5,0,66,1
32b2:7196,FUN_32b2_7196,142,1,2,1
32b2:7232,FUN_32b2_7232,38,0,2,1
32b2:7258,FUN_32b2_7258,24,1,59,1
32b2:7285,FUN_32b2_7285,110,3,11,1
32b2:72f4,FUN_32b2_72f4,10,0,4,1
32b2:7312,FUN_32b2_7312,78,4,1,1
32b2:7360,FUN_32b2_7360,39,1,0,1
32b2:7387,FUN_32b2_7387,19,1,1,1
32b2:739a,FUN_32b2_739a,48,1,2,1
32b2:73ca,FUN_32b2_73ca,70,1,3,1
32b2:7410,FUN_32b2_7410,33,0,1,1
32b2:7431,FUN_32b2_7431,9,0,1,1
32b2:7440,FUN_32b2_7440,24,0,2,1
32b2:7458,FUN_32b2_7458,210,3,4,1
32b2:7563,FUN_32b2_7563,47,3,0,1
32b2:7592,FUN_32b2_7592,9,1,8,1
32b2:75a4,FUN_32b2_75a4,9,1,2,1
32b2:75ec,FUN_32b2_75ec,9,1,12,1
32b2:75fe,FUN_32b2_75fe,9,1,12,1
32b2:7658,FUN_32b2_7658,9,1,3,1
32b2:767a,FUN_32b2_767a,21,1,0,1
32b2:768f,FUN_32b2_768f,79,3,1,1
32b2:76de,FUN_32b2_76de,26,1,1,1
32b2:76f8,FUN_32b2_76f8,103,0,0,1
32b2:7760,FUN_32b2_7760,108,0,0,1
32b2:77ce,FUN_32b2_77ce,40,2,0,1
32b2:77f6,FUN_32b2_77f6,69,3,0,1
32b2:783c,FUN_32b2_783c,296,4,2,1
32b2:7966,FUN_32b2_7966,36,1,1,1
32b2:798a,FUN_32b2_798a,243,4,2,1
32b2:7a82,FUN_32b2_7a82,33,1,1,1
32b2:7aa4,FUN_32b2_7aa4,178,4,1,1
32b2:7b56,FUN_32b2_7b56,78,3,0,1
32b2:7ba6,FUN_32b2_7ba6,42,2,2,1
32b2:7bd0,FUN_32b2_7bd0,36,2,0,1
32b2:7bf4,FUN_32b2_7bf4,36,2,1,1
32b2:7c18,FUN_32b2_7c18,9,1,4,1
3a75:0002,FUN_3a75_0002,94,2,4,1
3a75:0064,FUN_3a75_0064,77,1,1,1
3a75:00b2,FUN_3a75_00b2,50,1,2,1
3a75:00e4,FUN_3a75_00e4,174,1,1,1
3a75:0194,FUN_3a75_0194,102,1,2,1
3a75:01fa,FUN_3a75_01fa,100,0,2,1
3a75:0260,FUN_3a75_0260,134,2,3,1
3a75:02e8,FUN_3a75_02e8,63,1,10,1
3a75:0328,FUN_3a75_0328,62,1,1,1
3a75:0366,FUN_3a75_0366,54,1,0,1
3a75:039e,FUN_3a75_039e,48,0,1,1
3a75:03d0,FUN_3a75_03d0,82,0,1,1
